City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
248,salekhard,66.53,66.6019,39.94,74,95,12.33,RU,2023-05-28 18:59:52
249,senillosa,-39.0,-68.4167,46.18,33,99,4.99,AR,2023-05-28 18:59:52
250,acarau,-2.8856,-40.12,77.72,89,60,11.05,BR,2023-05-28 18:59:53
251,bathurst,-33.4166,149.5806,49.82,99,91,1.01,AU,2023-05-28 18:59:53
252,khanpur mahar,27.8436,69.4137,82.29,48,89,8.86,PK,2023-05-28 18:59:53
253,nadym,65.5333,72.5167,44.96,88,100,18.72,RU,2023-05-28 18:59:53
254,constantia,44.1833,28.65,61.7,90,86,10.49,RO,2023-05-28 18:58:23
255,palmas,-10.2128,-48.3603,84.07,58,0,3.44,BR,2023-05-28 18:58:43
256,keflavik,64.0049,-22.5624,46.83,100,100,20.71,IS,2023-05-28 18:59:54
257,robbah,33.2797,6.9098,80.24,18,67,21.74,DZ,2023-05-28 18:59:54
258,valdivia,-39.8142,-73.2459,41.09,89,100,1.79,CL,2023-05-28 18:55:50
259,hell-ville,-13.4,48.2667,77.38,75,0,4.56,MG,2023-05-28 18:59:55
260,thinadhoo,0.5333,72.9333,82.85,76,82,8.16,MV,2023-05-28 18:59:55
261,iskateley,67.6803,53.1512,44.06,60,65,11.32,RU,2023-05-28 18:59:55
262,egilsstadir,65.2653,-14.3948,51.71,71,75,5.75,IS,2023-05-28 18:59:56
263,cidreira,-30.1811,-50.2056,61.93,56,70,6.93,BR,2023-05-28 18:54:59
264,vershino-darasunskiy,52.35,115.5167,47.89,60,60,7.45,RU,2023-05-28 18:59:56
265,itupiranga,-5.1347,-49.3267,82.72,93,73,2.57,BR,2023-05-28 18:59:56
266,baidoa,3.1138,43.6498,69.66,95,61,9.48,SO,2023-05-28 18:59:57
267,ailuk,10.2197,169.9797,82.22,80,100,14.97,MH,2023-05-28 18:59:57
268,laguna,38.421,-121.4238,79.92,52,0,11.5,US,2023-05-28 18:59:57
269,kapuskasing,49.4169,-82.4331,77.09,25,20,8.05,CA,2023-05-28 18:58:26
270,inari,68.906,27.0288,43.0,80,100,7.45,FI,2023-05-28 18:59:58
271,kenai,60.5544,-151.2583,50.14,86,100,10.36,US,2023-05-28 18:56:24
272,tateyama,34.9833,139.8667,71.62,93,100,21.32,JP,2023-05-28 18:59:58
273,babayevo,59.3936,35.9371,43.09,67,6,4.05,RU,2023-05-28 18:59:59
274,makokou,0.5738,12.8642,68.13,99,100,2.04,GA,2023-05-28 18:59:59
275,motueka,-41.1333,173.0167,57.51,96,100,13.0,NZ,2023-05-28 18:59:59
276,brasileia,-11.0161,-68.7481,74.55,95,99,2.66,BR,2023-05-28 18:59:59
277,echuca,-36.1333,144.75,48.96,95,27,7.7,AU,2023-05-28 19:00:00
278,sinjar,36.3209,41.8754,75.22,46,100,0.94,IQ,2023-05-28 18:58:23
279,nar'yan-mar,67.6713,53.087,44.13,61,64,11.27,RU,2023-05-28 19:00:00
280,papao,-17.75,-149.55,87.48,73,4,17.65,PF,2023-05-28 19:00:01
281,bandraboua,-12.7044,45.1223,74.88,69,1,8.12,YT,2023-05-28 19:00:03
282,pacific grove,36.6177,-121.9166,66.2,82,100,8.05,US,2023-05-28 19:00:07
283,coruripe,-10.1256,-36.1756,76.69,83,29,7.18,BR,2023-05-28 18:58:01
284,happy valley-goose bay,53.3168,-60.3315,34.11,93,100,17.27,CA,2023-05-28 19:00:09
285,invercargill,-46.4,168.35,53.94,78,100,4.99,NZ,2023-05-28 19:00:10
286,beitbridge,-22.2167,30.0,63.0,58,5,10.09,ZW,2023-05-28 19:00:10
287,beyneu,45.3167,55.2,75.15,29,43,17.29,KZ,2023-05-28 19:00:11
288,manokwari,-0.8667,134.0833,79.7,78,26,1.66,ID,2023-05-28 19:00:12
289,sambava,-14.2667,50.1667,68.34,90,7,2.04,MG,2023-05-28 19:00:13
290,takoradi,4.8845,-1.7554,79.88,86,46,5.08,GH,2023-05-28 18:59:53
291,kidal,18.4411,1.4078,92.48,22,58,14.54,ML,2023-05-28 18:58:18
292,katsuura,35.1333,140.3,71.26,94,100,9.78,JP,2023-05-28 19:00:15
293,alice springs,-23.7,133.8833,38.75,87,2,4.61,AU,2023-05-28 18:57:24
294,atakpame,7.5333,1.1333,74.73,89,89,4.5,TG,2023-05-28 19:00:16
295,kaiama,9.6225,3.9481,79.21,75,61,7.94,NG,2023-05-28 19:00:16
296,changling,44.2653,124.0005,64.99,64,7,3.0,CN,2023-05-28 19:00:16
297,robore,-18.3333,-59.75,58.69,97,100,5.44,BO,2023-05-28 19:00:17
