City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
147,sampit,-2.5333,112.95,73.56,96,29,1.41,ID,2023-05-29 17:29:05
148,huarmey,-10.0681,-78.1522,75.36,74,14,11.48,PE,2023-05-29 17:29:06
149,mersa matruh,31.3525,27.2453,68.2,83,0,2.3,EG,2023-05-29 17:29:15
150,mwene-ditu,-7.0,23.45,71.13,55,53,2.53,CD,2023-05-29 17:29:15
151,atafu village,-8.5421,-172.5159,83.43,75,99,9.46,TK,2023-05-29 17:26:18
152,flin flon,54.7682,-101.865,76.84,50,75,10.36,CA,2023-05-29 17:29:16
153,punta arenas,-53.15,-70.9167,48.31,76,0,6.91,CL,2023-05-29 17:26:13
154,dabeiba,7.0017,-76.2672,79.23,95,100,3.18,CO,2023-05-29 17:29:17
155,berdigestyakh,62.0989,126.6992,51.35,63,52,3.71,RU,2023-05-29 17:29:19
156,twon-brass,4.3151,6.2418,81.81,79,100,12.73,NG,2023-05-29 17:29:20
157,augusto correa,-1.0217,-46.635,78.76,85,70,5.48,BR,2023-05-29 17:29:20
158,kapuskasing,49.4169,-82.4331,87.89,22,40,6.91,CA,2023-05-29 17:29:21
159,vila franca do campo,37.7167,-25.4333,64.81,85,74,6.11,PT,2023-05-29 17:29:21
160,ishigaki,24.3448,124.1572,80.73,94,100,24.16,JP,2023-05-29 17:29:22
161,yuzhno-kurilsk,44.0306,145.8556,45.21,87,32,2.98,RU,2023-05-29 17:29:22
162,kavieng,-2.5744,150.7967,82.69,76,45,8.19,PG,2023-05-29 17:29:23
163,wynne,35.2245,-90.7868,83.39,36,26,5.06,US,2023-05-29 17:27:36
164,ust-nera,64.5667,143.2,49.64,75,75,3.29,RU,2023-05-29 17:29:24
165,jiangkou,25.4872,119.1986,74.75,89,0,7.85,CN,2023-05-29 17:29:25
166,tabou,4.423,-7.3528,79.3,84,56,5.93,CI,2023-05-29 17:29:25
167,sinabang,2.4803,96.3801,79.21,82,74,6.02,ID,2023-05-29 17:29:26
168,vadso,70.0744,29.7487,43.68,75,0,9.22,NO,2023-05-29 17:29:26
169,port alfred,-33.5906,26.891,63.18,92,100,4.0,ZA,2023-05-29 17:29:27
170,qaqortoq,60.7167,-46.0333,37.54,79,14,4.65,GL,2023-05-29 17:29:27
171,opuwo,-18.0607,13.84,58.44,25,2,6.51,NA,2023-05-29 17:29:27
172,al mijlad,11.0333,27.7333,83.82,58,36,14.16,SD,2023-05-29 17:29:28
173,xinxiang,35.3089,113.8672,65.73,92,100,5.46,CN,2023-05-29 17:29:28
174,puerto aysen,-45.4,-72.7,42.84,87,100,0.0,CL,2023-05-29 17:29:29
175,tralee,52.2704,-9.7026,55.74,91,96,4.05,IE,2023-05-29 17:29:29
176,talnakh,69.4865,88.3972,31.21,78,3,3.36,RU,2023-05-29 17:29:30
177,tres arroyos,-38.3739,-60.2798,51.22,65,100,10.69,AR,2023-05-29 17:29:30
178,metro,-5.1131,105.3067,73.83,93,90,4.94,ID,2023-05-29 17:29:32
179,fes,34.0372,-4.9998,66.45,63,75,12.66,MA,2023-05-29 17:29:32
180,broken hill,-31.95,141.4333,52.36,89,6,4.74,AU,2023-05-29 17:29:33
181,st. john's,47.5649,-52.7093,42.78,83,75,18.41,CA,2023-05-29 17:25:58
182,gorontalo,0.5412,123.0595,74.32,93,5,2.57,ID,2023-05-29 17:29:34
183,brookings,44.3114,-96.7984,85.08,48,20,17.27,US,2023-05-29 17:29:20
184,lebu,-37.6167,-73.65,52.63,65,92,6.4,CL,2023-05-29 17:29:36
185,nikolayevsk-on-amure,53.1406,140.73,43.03,63,13,5.44,RU,2023-05-29 17:29:37
186,detroit lakes,46.8172,-95.8453,75.25,70,0,12.66,US,2023-05-29 17:26:24
187,karratha,-20.7377,116.8463,64.58,45,68,11.27,AU,2023-05-29 17:29:38
188,iskateley,67.6803,53.1512,46.15,88,100,5.26,RU,2023-05-29 17:29:39
189,sao paulo de olivenca,-3.3783,-68.8725,82.6,86,52,1.32,BR,2023-05-29 17:29:39
190,saudarkrokur,65.7461,-19.6394,52.83,82,100,19.19,IS,2023-05-29 17:29:39
191,nuuk,64.1835,-51.7216,36.21,69,75,6.91,GL,2023-05-29 17:29:40
192,chengde,40.9725,117.9361,64.85,33,100,1.21,CN,2023-05-29 17:29:41
193,smithers,54.7804,-127.1743,57.52,33,40,11.5,CA,2023-05-29 17:25:15
194,stanley,54.868,-1.6985,48.78,80,0,1.14,GB,2023-05-29 17:29:47
195,richfield,44.8833,-93.283,87.96,25,40,14.97,US,2023-05-29 17:29:47
196,sao vicente,-23.9631,-46.3919,69.98,59,100,6.29,BR,2023-05-29 17:29:48
197,tromso,69.6496,18.957,39.22,81,75,8.05,NO,2023-05-29 17:29:48
198,al mutayrifi,25.4788,49.5576,89.94,21,82,3.13,SA,2023-05-29 17:29:49
199,grand falls-windsor,48.9332,-55.6649,39.51,81,100,4.0,CA,2023-05-29 17:29:50
200,braganca,-1.0536,-46.7656,78.49,85,84,4.29,BR,2023-05-29 17:29:50
201,vila velha,-20.3297,-40.2925,73.35,78,0,9.22,BR,2023-05-29 17:29:51
202,kindu,-2.95,25.95,72.19,89,41,1.32,CD,2023-05-29 17:29:51
203,bobo-dioulasso,11.1771,-4.2979,90.05,58,20,12.66,BF,2023-05-29 17:29:52
204,holualoa,19.6228,-155.9522,78.78,77,20,11.5,US,2023-05-29 17:29:52
205,ixtapa,20.7,-105.2,83.43,74,20,16.11,MX,2023-05-29 17:29:53
206,tokar,18.4254,37.729,85.64,59,88,6.78,SD,2023-05-29 17:29:53
207,mount pearl,47.5166,-52.7813,41.95,83,75,18.41,CA,2023-05-29 17:29:53
208,itoman,26.1247,127.6694,80.98,89,75,21.85,JP,2023-05-29 17:29:54
209,kijang,35.2442,129.2139,65.93,96,99,6.67,KR,2023-05-29 17:29:54
210,kathu,7.9178,98.3332,83.7,99,97,12.53,TH,2023-05-29 17:29:55
211,georgetown,5.4112,100.3354,82.35,81,20,5.75,MY,2023-05-29 17:25:51
212,constantia,44.1833,28.65,63.7,84,100,8.81,RO,2023-05-29 17:29:55
213,whitehorse,60.7161,-135.0538,51.82,29,75,12.66,CA,2023-05-29 17:27:05
214,robbah,33.2797,6.9098,78.44,36,65,17.02,DZ,2023-05-29 17:29:56
215,chibougamau,49.9168,-74.3659,69.42,19,0,3.44,CA,2023-05-29 17:29:56
216,puttalam,8.0362,79.8283,82.49,83,100,12.03,LK,2023-05-29 17:28:14
217,comodoro rivadavia,-45.8667,-67.5,57.06,26,0,5.75,AR,2023-05-29 17:29:57
